id,year,month,day,hour,season,pm
10291,2011,3,5,18,1,NaN
10292,2011,3,5,19,1,NaN
10293,2011,3,5,20,1,NaN
10294,2011,3,5,21,1,NaN
10295,2011,3,5,22,1,NaN
10296,2011,3,5,23,1,NaN
10297,2011,3,6,0,1,NaN
10298,2011,3,6,1,1,NaN
10299,2011,3,6,2,1,NaN
10300,2011,3,6,3,1,NaN
10301,2011,3,6,4,1,NaN
10302,2011,3,6,5,1,NaN
10303,2011,3,6,6,1,NaN
10304,2011,3,6,7,1,NaN
10305,2011,3,6,8,1,NaN
10306,2011,3,6,9,1,NaN
10307,2011,3,6,10,1,NaN
10308,2011,3,6,11,1,NaN
10309,2011,3,6,12,1,NaN
10310,2011,3,6,13,1,NaN
10311,2011,3,6,14,1,NaN
10312,2011,3,6,15,1,NaN
10313,2011,3,6,16,1,NaN
10314,2011,3,6,17,1,NaN
10315,2011,3,6,18,1,NaN
10316,2011,3,6,19,1,NaN
10317,2011,3,6,20,1,NaN
10318,2011,3,6,21,1,NaN
10319,2011,3,6,22,1,NaN
10320,2011,3,6,23,1,NaN
10321,2011,3,7,0,1,NaN
10322,2011,3,7,1,1,NaN
10323,2011,3,7,2,1,NaN
10324,2011,3,7,3,1,NaN
10325,2011,3,7,4,1,NaN
10326,2011,3,7,5,1,NaN
10327,2011,3,7,6,1,NaN
10328,2011,3,7,7,1,NaN
10329,2011,3,7,8,1,NaN
10330,2011,3,7,9,1,NaN
10331,2011,3,7,10,1,NaN
10332,2011,3,7,11,1,NaN
10333,2011,3,7,12,1,NaN
10334,2011,3,7,13,1,NaN
10335,2011,3,7,14,1,NaN
10336,2011,3,7,15,1,NaN
10337,2011,3,7,16,1,NaN
10338,2011,3,7,17,1,NaN
10339,2011,3,7,18,1,NaN
10340,2011,3,7,19,1,NaN
10341,2011,3,7,20,1,NaN
10342,2011,3,7,21,1,NaN
10343,2011,3,7,22,1,NaN
10344,2011,3,7,23,1,NaN
10345,2011,3,8,0,1,NaN
10346,2011,3,8,1,1,NaN
10347,2011,3,8,2,1,NaN
10348,2011,3,8,3,1,NaN
10349,2011,3,8,4,1,NaN
10350,2011,3,8,5,1,NaN
10351,2011,3,8,6,1,NaN
10352,2011,3,8,7,1,NaN
10353,2011,3,8,8,1,NaN
10354,2011,3,8,9,1,NaN
10355,2011,3,8,10,1,NaN
10356,2011,3,8,11,1,NaN
10357,2011,3,8,12,1,NaN
10358,2011,3,8,13,1,NaN
10359,2011,3,8,14,1,NaN
10360,2011,3,8,15,1,NaN
10361,2011,3,8,16,1,NaN
10362,2011,3,8,17,1,NaN
10363,2011,3,8,18,1,NaN
10364,2011,3,8,19,1,NaN
10365,2011,3,8,20,1,NaN
10366,2011,3,8,21,1,NaN
10367,2011,3,8,22,1,NaN
10368,2011,3,8,23,1,NaN
10369,2011,3,9,0,1,NaN
10370,2011,3,9,1,1,NaN
10371,2011,3,9,2,1,NaN
10372,2011,3,9,3,1,NaN
10373,2011,3,9,4,1,NaN
10374,2011,3,9,5,1,NaN
10375,2011,3,9,6,1,NaN
10376,2011,3,9,7,1,NaN
10377,2011,3,9,8,1,NaN
10378,2011,3,9,9,1,NaN
10379,2011,3,9,10,1,NaN
10380,2011,3,9,11,1,NaN
10381,2011,3,9,12,1,NaN
10382,2011,3,9,13,1,NaN
10383,2011,3,9,14,1,NaN
10384,2011,3,9,15,1,NaN
10385,2011,3,9,16,1,NaN
10386,2011,3,9,17,1,NaN
10387,2011,3,9,18,1,NaN
10388,2011,3,9,19,1,NaN
10389,2011,3,9,20,1,NaN
10390,2011,3,9,21,1,NaN
10391,2011,3,9,22,1,NaN
10392,2011,3,9,23,1,NaN
10393,2011,3,10,0,1,NaN
10394,2011,3,10,1,1,NaN
10395,2011,3,10,2,1,NaN
10396,2011,3,10,3,1,NaN
10397,2011,3,10,4,1,NaN
10398,2011,3,10,5,1,NaN
10399,2011,3,10,6,1,NaN
10400,2011,3,10,7,1,NaN
10401,2011,3,10,8,1,NaN
10402,2011,3,10,9,1,NaN
10403,2011,3,10,10,1,NaN
10404,2011,3,10,11,1,NaN
10405,2011,3,10,12,1,NaN
10406,2011,3,10,13,1,NaN
10407,2011,3,10,14,1,NaN
10408,2011,3,10,15,1,NaN
10409,2011,3,10,16,1,NaN
10410,2011,3,10,17,1,NaN
10411,2011,3,10,18,1,NaN
10412,2011,3,10,19,1,NaN
10413,2011,3,10,20,1,NaN
10414,2011,3,10,21,1,NaN
10415,2011,3,10,22,1,NaN
10416,2011,3,10,23,1,NaN
10417,2011,3,11,0,1,NaN
10418,2011,3,11,1,1,NaN
10419,2011,3,11,2,1,NaN
10420,2011,3,11,3,1,NaN
10421,2011,3,11,4,1,NaN
10422,2011,3,11,5,1,NaN
10423,2011,3,11,6,1,NaN
10424,2011,3,11,7,1,NaN
10425,2011,3,11,8,1,NaN
10426,2011,3,11,9,1,NaN
10427,2011,3,11,10,1,NaN
10428,2011,3,11,11,1,NaN
10429,2011,3,11,12,1,NaN
10430,2011,3,11,13,1,NaN
10431,2011,3,11,14,1,NaN
10432,2011,3,11,15,1,NaN
10433,2011,3,11,16,1,NaN
10434,2011,3,11,17,1,NaN
10435,2011,3,11,18,1,NaN
10436,2011,3,11,19,1,NaN
10437,2011,3,11,20,1,NaN
10438,2011,3,11,21,1,NaN
10439,2011,3,11,22,1,NaN
10440,2011,3,11,23,1,NaN
10441,2011,3,12,0,1,NaN
10442,2011,3,12,1,1,NaN
10443,2011,3,12,2,1,NaN
10444,2011,3,12,3,1,NaN
10445,2011,3,12,4,1,NaN
10446,2011,3,12,5,1,NaN
10447,2011,3,12,6,1,NaN
10448,2011,3,12,7,1,NaN
10449,2011,3,12,8,1,NaN
10450,2011,3,12,9,1,NaN
10451,2011,3,12,10,1,NaN
10452,2011,3,12,11,1,NaN
10453,2011,3,12,12,1,NaN
10454,2011,3,12,13,1,NaN
10455,2011,3,12,14,1,NaN
10456,2011,3,12,15,1,NaN
10457,2011,3,12,16,1,NaN
10458,2011,3,12,17,1,NaN
10459,2011,3,12,18,1,NaN
10460,2011,3,12,19,1,NaN
10461,2011,3,12,20,1,NaN
10462,2011,3,12,21,1,NaN
10463,2011,3,12,22,1,NaN
10464,2011,3,12,23,1,NaN
10465,2011,3,13,0,1,NaN
10466,2011,3,13,1,1,NaN
10467,2011,3,13,2,1,NaN
10468,2011,3,13,3,1,NaN
10469,2011,3,13,4,1,NaN
10470,2011,3,13,5,1,NaN
10471,2011,3,13,6,1,NaN
10472,2011,3,13,7,1,NaN
10473,2011,3,13,8,1,NaN
10474,2011,3,13,9,1,NaN
10475,2011,3,13,10,1,NaN
10476,2011,3,13,11,1,NaN
10477,2011,3,13,12,1,NaN
10478,2011,3,13,13,1,NaN
10479,2011,3,13,14,1,NaN
10480,2011,3,13,15,1,NaN
10481,2011,3,13,16,1,NaN
10482,2011,3,13,17,1,NaN
10483,2011,3,13,18,1,NaN
10484,2011,3,13,19,1,NaN
10485,2011,3,13,20,1,NaN
10486,2011,3,13,21,1,NaN
10487,2011,3,13,22,1,NaN
10488,2011,3,13,23,1,NaN
10489,2011,3,14,0,1,NaN
10490,2011,3,14,1,1,NaN
10491,2011,3,14,2,1,NaN
10492,2011,3,14,3,1,NaN
10493,2011,3,14,4,1,NaN
10494,2011,3,14,5,1,NaN
10495,2011,3,14,6,1,NaN
10496,2011,3,14,7,1,NaN
10497,2011,3,14,8,1,NaN
10498,2011,3,14,9,1,NaN
10499,2011,3,14,10,1,NaN
10500,2011,3,14,11,1,NaN
10501,2011,3,14,12,1,NaN
10502,2011,3,14,13,1,NaN
10503,2011,3,14,14,1,NaN
10504,2011,3,14,15,1,NaN
10505,2011,3,14,16,1,NaN
10506,2011,3,14,17,1,NaN
10507,2011,3,14,18,1,NaN
10508,2011,3,14,19,1,NaN
10509,2011,3,14,20,1,NaN
10510,2011,3,14,21,1,NaN
10511,2011,3,14,22,1,NaN
10512,2011,3,14,23,1,NaN
10513,2011,3,15,0,1,NaN
10514,2011,3,15,1,1,NaN
10515,2011,3,15,2,1,NaN
10516,2011,3,15,3,1,NaN
10517,2011,3,15,4,1,NaN
10518,2011,3,15,5,1,NaN
10519,2011,3,15,6,1,NaN
10520,2011,3,15,7,1,NaN
10521,2011,3,15,8,1,NaN
10522,2011,3,15,9,1,NaN
10523,2011,3,15,10,1,NaN
10524,2011,3,15,11,1,NaN
10525,2011,3,15,12,1,NaN
10526,2011,3,15,13,1,NaN
10527,2011,3,15,14,1,NaN
10528,2011,3,15,15,1,NaN
10529,2011,3,15,16,1,NaN
10530,2011,3,15,17,1,NaN
10531,2011,3,15,18,1,NaN
10532,2011,3,15,19,1,NaN
10533,2011,3,15,20,1,NaN
10534,2011,3,15,21,1,NaN
10535,2011,3,15,22,1,NaN
10536,2011,3,15,23,1,NaN
10537,2011,3,16,0,1,NaN
10538,2011,3,16,1,1,NaN
10539,2011,3,16,2,1,NaN
10540,2011,3,16,3,1,NaN
10541,2011,3,16,4,1,NaN
10542,2011,3,16,5,1,NaN
10543,2011,3,16,6,1,NaN
10544,2011,3,16,7,1,NaN
10545,2011,3,16,8,1,NaN
10546,2011,3,16,9,1,NaN
10547,2011,3,16,10,1,NaN
10548,2011,3,16,11,1,NaN
10549,2011,3,16,12,1,NaN
10550,2011,3,16,13,1,NaN
10551,2011,3,16,14,1,NaN
10552,2011,3,16,15,1,NaN
10553,2011,3,16,16,1,NaN
10554,2011,3,16,17,1,NaN
10555,2011,3,16,18,1,NaN
10556,2011,3,16,19,1,NaN
10557,2011,3,16,20,1,NaN
10558,2011,3,16,21,1,NaN
10559,2011,3,16,22,1,NaN
10560,2011,3,16,23,1,NaN
10561,2011,3,17,0,1,NaN
10562,2011,3,17,1,1,NaN
10563,2011,3,17,2,1,NaN
10564,2011,3,17,3,1,NaN
10565,2011,3,17,4,1,NaN
10566,2011,3,17,5,1,NaN
10567,2011,3,17,6,1,NaN
10568,2011,3,17,7,1,NaN
10569,2011,3,17,8,1,NaN
10570,2011,3,17,9,1,NaN
10571,2011,3,17,10,1,NaN
10572,2011,3,17,11,1,NaN
10573,2011,3,17,12,1,NaN
10574,2011,3,17,13,1,NaN
10575,2011,3,17,14,1,NaN
10576,2011,3,17,15,1,NaN
10577,2011,3,17,16,1,NaN
10578,2011,3,17,17,1,NaN
10579,2011,3,17,18,1,NaN
10580,2011,3,17,19,1,NaN
10581,2011,3,17,20,1,NaN
10582,2011,3,17,21,1,NaN
10583,2011,3,17,22,1,NaN
10584,2011,3,17,23,1,NaN
10585,2011,3,18,0,1,NaN
10586,2011,3,18,1,1,NaN
10587,2011,3,18,2,1,NaN
10588,2011,3,18,3,1,NaN
10589,2011,3,18,4,1,NaN
10590,2011,3,18,5,1,NaN
10591,2011,3,18,6,1,NaN
10592,2011,3,18,7,1,NaN
10593,2011,3,18,8,1,NaN
10594,2011,3,18,9,1,NaN
10595,2011,3,18,10,1,NaN
10596,2011,3,18,11,1,NaN
10597,2011,3,18,12,1,NaN
10598,2011,3,18,13,1,NaN
10599,2011,3,18,14,1,NaN
10600,2011,3,18,15,1,NaN
10601,2011,3,18,16,1,NaN
10602,2011,3,18,17,1,NaN
10603,2011,3,18,18,1,NaN
10604,2011,3,18,19,1,NaN
10605,2011,3,18,20,1,NaN
10606,2011,3,18,21,1,NaN
10607,2011,3,18,22,1,NaN
10608,2011,3,18,23,1,NaN
10609,2011,3,19,0,1,NaN
10610,2011,3,19,1,1,NaN
10611,2011,3,19,2,1,NaN
10612,2011,3,19,3,1,NaN
10613,2011,3,19,4,1,NaN
10614,2011,3,19,5,1,NaN
10615,2011,3,19,6,1,NaN
10616,2011,3,19,7,1,NaN
10617,2011,3,19,8,1,NaN
10618,2011,3,19,9,1,NaN
10619,2011,3,19,10,1,NaN
10620,2011,3,19,11,1,NaN
10621,2011,3,19,12,1,NaN
10622,2011,3,19,13,1,NaN
10623,2011,3,19,14,1,NaN
10624,2011,3,19,15,1,NaN
10625,2011,3,19,16,1,NaN
10626,2011,3,19,17,1,NaN
10627,2011,3,19,18,1,NaN
10628,2011,3,19,19,1,NaN
10629,2011,3,19,20,1,NaN
10630,2011,3,19,21,1,NaN
10631,2011,3,19,22,1,NaN
10632,2011,3,19,23,1,NaN
10633,2011,3,20,0,1,NaN
10634,2011,3,20,1,1,NaN
10635,2011,3,20,2,1,NaN
10636,2011,3,20,3,1,NaN
10637,2011,3,20,4,1,NaN
10638,2011,3,20,5,1,NaN
10639,2011,3,20,6,1,NaN
10640,2011,3,20,7,1,NaN
10641,2011,3,20,8,1,NaN
10642,2011,3,20,9,1,NaN
10643,2011,3,20,10,1,NaN
10644,2011,3,20,11,1,NaN
10645,2011,3,20,12,1,NaN
10646,2011,3,20,13,1,NaN
10647,2011,3,20,14,1,NaN
10648,2011,3,20,15,1,NaN
10649,2011,3,20,16,1,NaN
10650,2011,3,20,17,1,NaN
10651,2011,3,20,18,1,NaN
10652,2011,3,20,19,1,NaN
10653,2011,3,20,20,1,NaN
10654,2011,3,20,21,1,NaN
10655,2011,3,20,22,1,NaN
10656,2011,3,20,23,1,NaN
10657,2011,3,21,0,1,NaN
10658,2011,3,21,1,1,NaN
10659,2011,3,21,2,1,NaN
10660,2011,3,21,3,1,NaN
10661,2011,3,21,4,1,NaN
10662,2011,3,21,5,1,NaN
10663,2011,3,21,6,1,NaN
10664,2011,3,21,7,1,NaN
10665,2011,3,21,8,1,NaN
10666,2011,3,21,9,1,NaN
10667,2011,3,21,10,1,NaN
10668,2011,3,21,11,1,NaN
10669,2011,3,21,12,1,NaN
10670,2011,3,21,13,1,NaN
10671,2011,3,21,14,1,NaN
10672,2011,3,21,15,1,NaN
10673,2011,3,21,16,1,NaN
10674,2011,3,21,17,1,NaN
10675,2011,3,21,18,1,NaN
10676,2011,3,21,19,1,NaN
10677,2011,3,21,20,1,NaN
10678,2011,3,21,21,1,NaN
10679,2011,3,21,22,1,NaN
10680,2011,3,21,23,1,NaN
10681,2011,3,22,0,1,NaN
10682,2011,3,22,1,1,NaN
10683,2011,3,22,2,1,NaN
10684,2011,3,22,3,1,NaN
10685,2011,3,22,4,1,NaN
10686,2011,3,22,5,1,NaN
10687,2011,3,22,6,1,NaN
10688,2011,3,22,7,1,NaN
10689,2011,3,22,8,1,NaN
10690,2011,3,22,9,1,NaN
10691,2011,3,22,10,1,NaN
10692,2011,3,22,11,1,NaN
10693,2011,3,22,12,1,NaN
10694,2011,3,22,13,1,NaN
10695,2011,3,22,14,1,NaN
10696,2011,3,22,15,1,NaN
10697,2011,3,22,16,1,NaN
10698,2011,3,22,17,1,NaN
10699,2011,3,22,18,1,NaN
10700,2011,3,22,19,1,NaN
10701,2011,3,22,20,1,NaN
10702,2011,3,22,21,1,NaN
10703,2011,3,22,22,1,NaN
10704,2011,3,22,23,1,NaN
10705,2011,3,23,0,1,NaN
10706,2011,3,23,1,1,NaN
10707,2011,3,23,2,1,NaN
10708,2011,3,23,3,1,NaN
10709,2011,3,23,4,1,NaN
10710,2011,3,23,5,1,NaN
10711,2011,3,23,6,1,NaN
10712,2011,3,23,7,1,NaN
10713,2011,3,23,8,1,NaN
10714,2011,3,23,9,1,NaN
10715,2011,3,23,10,1,NaN
10716,2011,3,23,11,1,NaN
10717,2011,3,23,12,1,NaN
10718,2011,3,23,13,1,NaN
10719,2011,3,23,14,1,NaN
10720,2011,3,23,15,1,NaN
10721,2011,3,23,16,1,NaN
10722,2011,3,23,17,1,NaN
10723,2011,3,23,18,1,NaN
10724,2011,3,23,19,1,NaN
10725,2011,3,23,20,1,NaN
10726,2011,3,23,21,1,NaN
10727,2011,3,23,22,1,NaN
10728,2011,3,23,23,1,NaN
10729,2011,3,24,0,1,NaN
10730,2011,3,24,1,1,NaN
10731,2011,3,24,2,1,NaN
10732,2011,3,24,3,1,NaN
10733,2011,3,24,4,1,NaN
10734,2011,3,24,5,1,NaN
10735,2011,3,24,6,1,NaN
10736,2011,3,24,7,1,NaN
10737,2011,3,24,8,1,NaN
10738,2011,3,24,9,1,NaN
10739,2011,3,24,10,1,NaN
10740,2011,3,24,11,1,NaN
10741,2011,3,24,12,1,NaN
10742,2011,3,24,13,1,NaN
10743,2011,3,24,14,1,NaN
10744,2011,3,24,15,1,NaN
10745,2011,3,24,16,1,NaN
10746,2011,3,24,17,1,NaN
10747,2011,3,24,18,1,NaN
10748,2011,3,24,19,1,NaN
10749,2011,3,24,20,1,NaN
10750,2011,3,24,21,1,NaN
10751,2011,3,24,22,1,NaN
10752,2011,3,24,23,1,NaN
10753,2011,3,25,0,1,NaN
10754,2011,3,25,1,1,NaN
10755,2011,3,25,2,1,NaN
10756,2011,3,25,3,1,NaN
10757,2011,3,25,4,1,NaN
10758,2011,3,25,5,1,NaN
10759,2011,3,25,6,1,NaN
10760,2011,3,25,7,1,NaN
10761,2011,3,25,8,1,NaN
10762,2011,3,25,9,1,NaN
10763,2011,3,25,10,1,NaN
10764,2011,3,25,11,1,NaN
10765,2011,3,25,12,1,NaN
10766,2011,3,25,13,1,NaN
10767,2011,3,25,14,1,NaN
10768,2011,3,25,15,1,NaN
10769,2011,3,25,16,1,NaN
10770,2011,3,25,17,1,NaN
10771,2011,3,25,18,1,NaN
10772,2011,3,25,19,1,NaN
10773,2011,3,25,20,1,NaN
10774,2011,3,25,21,1,NaN
10775,2011,3,25,22,1,NaN
10776,2011,3,25,23,1,NaN
10777,2011,3,26,0,1,NaN
10778,2011,3,26,1,1,NaN
10779,2011,3,26,2,1,NaN
10780,2011,3,26,3,1,NaN
10781,2011,3,26,4,1,NaN
10782,2011,3,26,5,1,NaN
10783,2011,3,26,6,1,NaN
10784,2011,3,26,7,1,NaN
10785,2011,3,26,8,1,NaN
10786,2011,3,26,9,1,NaN
10787,2011,3,26,10,1,NaN
10788,2011,3,26,11,1,NaN
10789,2011,3,26,12,1,NaN
10790,2011,3,26,13,1,NaN
10791,2011,3,26,14,1,NaN
10792,2011,3,26,15,1,NaN
10793,2011,3,26,16,1,NaN
10794,2011,3,26,17,1,NaN
10795,2011,3,26,18,1,NaN
10796,2011,3,26,19,1,NaN
10797,2011,3,26,20,1,NaN
10798,2011,3,26,21,1,NaN
10799,2011,3,26,22,1,NaN
10800,2011,3,26,23,1,NaN
10801,2011,3,27,0,1,NaN
10802,2011,3,27,1,1,NaN
10803,2011,3,27,2,1,NaN
10804,2011,3,27,3,1,NaN
10805,2011,3,27,4,1,NaN
10806,2011,3,27,5,1,NaN
10807,2011,3,27,6,1,NaN
10808,2011,3,27,7,1,NaN
10809,2011,3,27,8,1,NaN
10810,2011,3,27,9,1,NaN
10811,2011,3,27,10,1,NaN
10812,2011,3,27,11,1,NaN
10813,2011,3,27,12,1,NaN
10814,2011,3,27,13,1,NaN
10815,2011,3,27,14,1,NaN
10816,2011,3,27,15,1,NaN
10817,2011,3,27,16,1,NaN
10818,2011,3,27,17,1,NaN
10819,2011,3,27,18,1,NaN
10820,2011,3,27,19,1,NaN
10821,2011,3,27,20,1,NaN
10822,2011,3,27,21,1,NaN
10823,2011,3,27,22,1,NaN
10824,2011,3,27,23,1,NaN
10825,2011,3,28,0,1,NaN
10826,2011,3,28,1,1,NaN
10827,2011,3,28,2,1,NaN
10828,2011,3,28,3,1,NaN
10829,2011,3,28,4,1,NaN
10830,2011,3,28,5,1,NaN
10831,2011,3,28,6,1,NaN
10832,2011,3,28,7,1,NaN
10833,2011,3,28,8,1,NaN
10834,2011,3,28,9,1,NaN
10835,2011,3,28,10,1,NaN
10836,2011,3,28,11,1,NaN
10837,2011,3,28,12,1,NaN
10838,2011,3,28,13,1,NaN
10839,2011,3,28,14,1,NaN
10840,2011,3,28,15,1,NaN
10841,2011,3,28,16,1,NaN
10842,2011,3,28,17,1,NaN
10843,2011,3,28,18,1,NaN
10844,2011,3,28,19,1,NaN
10845,2011,3,28,20,1,NaN
10846,2011,3,28,21,1,NaN
10847,2011,3,28,22,1,NaN
10848,2011,3,28,23,1,NaN
10849,2011,3,29,0,1,NaN
10850,2011,3,29,1,1,NaN
10851,2011,3,29,2,1,NaN
10852,2011,3,29,3,1,NaN
10853,2011,3,29,4,1,NaN
10854,2011,3,29,5,1,NaN
10855,2011,3,29,6,1,NaN
10856,2011,3,29,7,1,NaN
10857,2011,3,29,8,1,NaN
10858,2011,3,29,9,1,NaN
10859,2011,3,29,10,1,NaN
10860,2011,3,29,11,1,NaN
10861,2011,3,29,12,1,NaN
10862,2011,3,29,13,1,NaN
10863,2011,3,29,14,1,NaN
10864,2011,3,29,15,1,NaN
10865,2011,3,29,16,1,NaN
10866,2011,3,29,17,1,NaN
10867,2011,3,29,18,1,NaN
10868,2011,3,29,19,1,NaN
10869,2011,3,29,20,1,NaN
10870,2011,3,29,21,1,NaN
10871,2011,3,29,22,1,NaN
10872,2011,3,29,23,1,NaN
10873,2011,3,30,0,1,NaN
10874,2011,3,30,1,1,NaN
10875,2011,3,30,2,1,NaN
10876,2011,3,30,3,1,NaN
10877,2011,3,30,4,1,NaN
10878,2011,3,30,5,1,NaN
10879,2011,3,30,6,1,NaN
10880,2011,3,30,7,1,NaN
10881,2011,3,30,8,1,NaN
10882,2011,3,30,9,1,NaN
10883,2011,3,30,10,1,NaN
10884,2011,3,30,11,1,NaN
10885,2011,3,30,12,1,NaN
10886,2011,3,30,13,1,NaN
10887,2011,3,30,14,1,NaN
10888,2011,3,30,15,1,NaN
10889,2011,3,30,16,1,NaN
10890,2011,3,30,17,1,NaN
10891,2011,3,30,18,1,NaN
10892,2011,3,30,19,1,NaN
10893,2011,3,30,20,1,NaN
10894,2011,3,30,21,1,NaN
10895,2011,3,30,22,1,NaN
10896,2011,3,30,23,1,NaN
10897,2011,3,31,0,1,NaN
10898,2011,3,31,1,1,NaN
10899,2011,3,31,2,1,NaN
10900,2011,3,31,3,1,NaN
10901,2011,3,31,4,1,NaN
10902,2011,3,31,5,1,NaN
10903,2011,3,31,6,1,NaN
10904,2011,3,31,7,1,NaN
10905,2011,3,31,8,1,NaN
10906,2011,3,31,9,1,NaN
10907,2011,3,31,10,1,NaN
10908,2011,3,31,11,1,NaN
10909,2011,3,31,12,1,NaN
10910,2011,3,31,13,1,NaN
10911,2011,3,31,14,1,NaN
10912,2011,3,31,15,1,NaN
10913,2011,3,31,16,1,NaN
10914,2011,3,31,17,1,NaN
10915,2011,3,31,18,1,NaN
10916,2011,3,31,19,1,NaN
10917,2011,3,31,20,1,NaN
10918,2011,3,31,21,1,NaN
10919,2011,3,31,22,1,NaN
10920,2011,3,31,23,1,NaN
10921,2011,4,1,0,1,NaN
10922,2011,4,1,1,1,NaN
10923,2011,4,1,2,1,NaN
10924,2011,4,1,3,1,NaN
10925,2011,4,1,4,1,NaN
10926,2011,4,1,5,1,NaN
10927,2011,4,1,6,1,NaN
10928,2011,4,1,7,1,NaN
10929,2011,4,1,8,1,NaN
10930,2011,4,1,9,1,NaN
10931,2011,4,1,10,1,NaN
10932,2011,4,1,11,1,NaN
10933,2011,4,1,12,1,NaN
10934,2011,4,1,13,1,NaN
10935,2011,4,1,14,1,NaN
10936,2011,4,1,15,1,NaN
10937,2011,4,1,16,1,NaN
10938,2011,4,1,17,1,NaN
10939,2011,4,1,18,1,NaN
10940,2011,4,1,19,1,NaN
10941,2011,4,1,20,1,NaN
10942,2011,4,1,21,1,NaN
10943,2011,4,1,22,1,NaN
10944,2011,4,1,23,1,NaN
10945,2011,4,2,0,1,NaN
10946,2011,4,2,1,1,NaN
10947,2011,4,2,2,1,NaN
10948,2011,4,2,3,1,NaN
10949,2011,4,2,4,1,NaN
10950,2011,4,2,5,1,NaN
10951,2011,4,2,6,1,NaN
10952,2011,4,2,7,1,NaN
10953,2011,4,2,8,1,NaN
10954,2011,4,2,9,1,NaN
10955,2011,4,2,10,1,NaN
10956,2011,4,2,11,1,NaN
10957,2011,4,2,12,1,NaN
10958,2011,4,2,13,1,NaN
10959,2011,4,2,14,1,NaN
10960,2011,4,2,15,1,NaN
10961,2011,4,2,16,1,NaN
10962,2011,4,2,17,1,NaN
10963,2011,4,2,18,1,NaN
10964,2011,4,2,19,1,NaN
10965,2011,4,2,20,1,NaN
10966,2011,4,2,21,1,NaN
10967,2011,4,2,22,1,NaN
10968,2011,4,2,23,1,NaN
10969,2011,4,3,0,1,NaN
10970,2011,4,3,1,1,NaN
10971,2011,4,3,2,1,NaN
10972,2011,4,3,3,1,NaN
10973,2011,4,3,4,1,NaN
10974,2011,4,3,5,1,NaN
10975,2011,4,3,6,1,NaN
10976,2011,4,3,7,1,NaN
10977,2011,4,3,8,1,NaN
10978,2011,4,3,9,1,NaN
10979,2011,4,3,10,1,NaN
10980,2011,4,3,11,1,NaN
10981,2011,4,3,12,1,NaN
10982,2011,4,3,13,1,NaN
10983,2011,4,3,14,1,NaN
10984,2011,4,3,15,1,NaN
10985,2011,4,3,16,1,NaN
10986,2011,4,3,17,1,NaN
10987,2011,4,3,18,1,NaN
10988,2011,4,3,19,1,NaN
10989,2011,4,3,20,1,NaN
10990,2011,4,3,21,1,NaN
10991,2011,4,3,22,1,NaN
10992,2011,4,3,23,1,NaN
10993,2011,4,4,0,1,NaN
10994,2011,4,4,1,1,NaN
10995,2011,4,4,2,1,NaN
10996,2011,4,4,3,1,NaN
10997,2011,4,4,4,1,NaN
10998,2011,4,4,5,1,NaN
10999,2011,4,4,6,1,NaN
11000,2011,4,4,7,1,NaN
11001,2011,4,4,8,1,NaN
11002,2011,4,4,9,1,NaN
11003,2011,4,4,10,1,NaN
11004,2011,4,4,11,1,NaN
11005,2011,4,4,12,1,NaN
11006,2011,4,4,13,1,NaN
11007,2011,4,4,14,1,NaN
11008,2011,4,4,15,1,NaN
11009,2011,4,4,16,1,NaN
11010,2011,4,4,17,1,NaN
11011,2011,4,4,18,1,NaN
11012,2011,4,4,19,1,NaN
11013,2011,4,4,20,1,NaN
11014,2011,4,4,21,1,NaN
11015,2011,4,4,22,1,NaN
11016,2011,4,4,23,1,NaN
11017,2011,4,5,0,1,NaN
11018,2011,4,5,1,1,NaN
11019,2011,4,5,2,1,NaN
11020,2011,4,5,3,1,NaN
11021,2011,4,5,4,1,NaN
11022,2011,4,5,5,1,NaN
11023,2011,4,5,6,1,NaN
11024,2011,4,5,7,1,NaN
11025,2011,4,5,8,1,NaN
11026,2011,4,5,9,1,NaN
11027,2011,4,5,10,1,NaN
11028,2011,4,5,11,1,NaN
11029,2011,4,5,12,1,NaN
11030,2011,4,5,13,1,NaN
11031,2011,4,5,14,1,NaN
11032,2011,4,5,15,1,NaN
11033,2011,4,5,16,1,NaN
11034,2011,4,5,17,1,NaN
11035,2011,4,5,18,1,NaN
11036,2011,4,5,19,1,NaN
11037,2011,4,5,20,1,NaN
11038,2011,4,5,21,1,NaN
11039,2011,4,5,22,1,NaN
11040,2011,4,5,23,1,NaN
11041,2011,4,6,0,1,NaN
11042,2011,4,6,1,1,NaN
11043,2011,4,6,2,1,NaN
11044,2011,4,6,3,1,NaN
11045,2011,4,6,4,1,NaN
11046,2011,4,6,5,1,NaN
11047,2011,4,6,6,1,NaN
11048,2011,4,6,7,1,NaN
11049,2011,4,6,8,1,NaN
11050,2011,4,6,9,1,NaN
11051,2011,4,6,10,1,NaN
11052,2011,4,6,11,1,NaN
11053,2011,4,6,12,1,NaN
11054,2011,4,6,13,1,NaN
11055,2011,4,6,14,1,NaN
11056,2011,4,6,15,1,NaN
11057,2011,4,6,16,1,NaN
11058,2011,4,6,17,1,NaN
11059,2011,4,6,18,1,NaN
11060,2011,4,6,19,1,NaN
11061,2011,4,6,20,1,NaN
11062,2011,4,6,21,1,NaN
11063,2011,4,6,22,1,NaN
11064,2011,4,6,23,1,NaN
11065,2011,4,7,0,1,NaN
11066,2011,4,7,1,1,NaN
